,pi_key,discipline_classification,discipline.group,Id,Group,Sex,ACTIVITY,unique_activities,unique_activity_grouped,unique_activity_sep_5plus,project_count,project_sep_8plus,activity_per_project,Act_per_proj_quant,Act_per_proj_4grp,activity_grouped
443,nih_1885090,AGRI,AGRI,"Conklin, Bruce R",comp,M,P01,4,3 to 4,4,10,8+,0.4,2,1,P01
444,nih_1885103,AGRI,AGRI,"Sheen, Jen",study,F,R01,1,1 to 2,1,2,2,0.5,2,2,R01
445,nih_1885108,AGRI,AGRI,"Chang, Fred",study,M,R01,1,1 to 2,1,2,2,0.5,2,2,R01
446,nih_1885109,PHAR,PHAR,"Stivers, James T",study,M,R01,2,1 to 2,2,3,3,0.666666667,4,3,R01
447,nih_1885119,NEUR,NEUR,"Ellisman, Mark H",comp,M,P42,4,3 to 4,4,12,8+,0.333333333,1,1,P
448,nih_1885134,MULT,MULT,"Daley, George Q",comp,M,RC4,5,5+,5+,9,8+,0.555555556,3,3,RC
449,nih_1885223,PHAR,PHAR,"Bhatnagar, Aruni B",comp,M,P01,5,5+,5+,10,8+,0.5,2,2,P01
450,nih_1885232,AGRI,AGRI,"Schimenti, John C",study,M,P01,3,3 to 4,3,5,5,0.6,4,3,P01
451,nih_1885282,MULT,MULT,"Pellman, David S",study,M,R37,2,1 to 2,2,5,5,0.4,2,1,R
452,nih_1885391,MULT,MULT,"Novick, Peter J",study,M,P41,4,3 to 4,4,6,6,0.666666667,4,3,P41
453,nih_1885431,MEDI,MEDI,"Bushweller, John H",comp,M,P30,4,3 to 4,4,8,8+,0.5,2,2,P
454,nih_1885647,CHEM,CHEM,"Sherman, David H",study,M,U54,4,3 to 4,4,10,8+,0.4,2,1,U
455,nih_1885825,NEUR,NEUR,"Hall, Randy A",comp,M,R01,2,1 to 2,2,8,8+,0.25,1,1,R01
456,nih_1885900,BIOC,BIOC,"Linstedt, Adam D",study,M,R01,1,1 to 2,1,3,3,0.333333333,1,1,R01
457,nih_1885915,PHAR,PHAR,NA,NA,,NA,3,3 to 4,3,7,7,0.428571429,2,2,NA
458,nih_1886130,AGRI,AGRI,"Capel, Blanche",comp,F,R37,2,1 to 2,2,4,4,0.5,2,2,R
459,nih_1886222,CHEM,CHEM,"Harris, Michael E",study,M,R01,2,1 to 2,2,3,3,0.666666667,4,3,R01
460,nih_1886379,CENG,CENG,"Collum, David B",study,M,R37,2,1 to 2,2,3,3,0.666666667,4,3,R
461,nih_1886400,PHAR,PHAR,"Dedon, Peter C",comp,M,P01,4,3 to 4,4,12,8+,0.333333333,1,1,P01
462,nih_1886589,IMMU,IMMU,"Lambris, John D",comp,M,P01,2,1 to 2,2,11,8+,0.181818182,1,1,P01
463,nih_1887015,NEUR,NEUR,"Deutsch, Carol J",study,F,R01,1,1 to 2,1,2,2,0.5,2,2,R01
464,nih_1887016,PHAR,PHAR,"Rana, Tariq M",comp,M,P30,6,5+,5+,12,8+,0.5,2,2,P
465,nih_1887138,NEUR,NEUR,"Gusella, James F",comp,M,U54,6,5+,5+,11,8+,0.545454545,3,3,U
466,nih_1887314,AGRI,AGRI,"Johnson, Carl H",study,M,M01,4,3 to 4,4,14,8+,0.285714286,1,1,M
467,nih_1887344,MEDI,MEDI,"Ping, Peipei",comp,F,P01,5,5+,5+,12,8+,0.416666667,2,2,P01
468,nih_1887427,IMMU,IMMU,"Voelker, Dennis R",study,M,M01,4,3 to 4,4,8,8+,0.5,2,2,M
469,nih_1887597,AGRI,AGRI,"Sedivy, John M",comp,M,P51,6,5+,5+,8,8+,0.75,5,4,P
470,nih_1887602,IMMU,IMMU,"Matthews, C R",study,M,M01,2,1 to 2,2,3,3,0.666666667,4,3,M
471,nih_1887605,MEDI,MEDI,"Wells, Alan",study,M,R56,2,1 to 2,2,4,4,0.5,2,2,R
472,nih_1887617,AGRI,AGRI,"Kellogg, Douglas R",study,M,R01,1,1 to 2,1,2,2,0.5,2,2,R01
473,nih_1887625,CENG,CENG,"Williamson, James R",study,M,P50,6,5+,5+,8,8+,0.75,5,4,P
474,nih_1887659,NEUR,NEUR,"Holzbaur, Erika L",study,F,P01,3,3 to 4,3,6,6,0.5,2,2,P01
475,nih_1887673,AGRI,AGRI,"Buratowski, Stephen",study,M,R01,1,1 to 2,1,2,2,0.5,2,2,R01
476,nih_1887684,BIOC,BIOC,"Dinardo, Stephen F",study,M,R01,1,1 to 2,1,2,2,0.5,2,2,R01
477,nih_1887689,NEUR,NEUR,"Akey, Christopher W",study,M,P41,2,1 to 2,2,4,4,0.5,2,2,P41
478,nih_1887690,MULT,MULT,"Lewis, Richard S",study,M,R37,2,1 to 2,2,2,2,1,5,4,R
479,nih_1887694,AGRI,AGRI,"Mackay, Trudy F",study,F,R01,3,3 to 4,3,8,8+,0.375,2,1,R01
480,nih_1887698,IMMU,IMMU,"Belfort, Marlene",study,F,R37,2,1 to 2,2,3,3,0.666666667,4,3,R
481,nih_1887701,MULT,MULT,"Elledge, Stephen J",study,M,U19,4,3 to 4,4,4,4,1,5,4,U
482,nih_1887712,MULT,MULT,"Reed, Robin E",study,F,R56,2,1 to 2,2,2,2,1,5,4,R
483,nih_1887713,AGRI,AGRI,"Cooley, Lynn",study,F,RC1,2,1 to 2,2,3,3,0.666666667,4,3,RC
484,nih_1887720,AGRI,AGRI,"Drubin, David G",study,M,P41,3,3 to 4,3,6,6,0.5,2,2,P41
485,nih_1887728,MULT,MULT,"Hahn, Steven M",study,M,R01,1,1 to 2,1,2,2,0.5,2,2,R01
486,nih_1887730,AGRI,AGRI,"Belmont, Andrew S",study,M,P41,2,1 to 2,2,4,4,0.5,2,2,P41
487,nih_1887731,IMMU,IMMU,"Clark, Edward A",comp,M,P51,5,5+,5+,11,8+,0.454545455,2,2,P
488,nih_1887735,BIOC,BIOC,"Schmid, Sandra L",study,F,R01,3,3 to 4,3,5,5,0.6,4,3,R01
489,nih_1887738,IMMU,IMMU,"Belitsky, Boris R",study,M,R01,1,1 to 2,1,2,2,0.5,2,2,R01
490,nih_1887745,MULT,MULT,"Levitt, Michael",study,M,R37,2,1 to 2,2,3,3,0.666666667,4,3,R
491,nih_1887760,MULT,MULT,"Wickner, William T",study,M,P41,2,1 to 2,2,2,2,1,5,4,P41
492,nih_1887763,IMMU,IMMU,"Serhan, Charles N",study,M,P50,5,5+,5+,11,8+,0.454545455,2,2,P
493,nih_1887786,IMMU,IMMU,"Gourse, Richard L",study,M,P41,3,3 to 4,3,3,3,1,5,4,P41
494,nih_1887802,AGRI,AGRI,"Dunlap, Jay C",study,M,P01,4,3 to 4,4,5,5,0.8,5,4,P01
495,nih_1887804,NEUR,NEUR,"Maxfield, Frederick R",comp,M,P01,4,3 to 4,4,8,8+,0.5,2,2,P01
496,nih_1887805,MULT,MULT,"Marians, Kenneth J",study,M,P30,3,3 to 4,3,4,4,0.75,5,4,P
497,nih_1887823,MULT,MULT,"Bustamante, Carlos J",study,M,R01,2,1 to 2,2,3,3,0.666666667,4,3,R01
498,nih_1887827,AGRI,AGRI,"Cox, Michael M",study,M,U01,3,3 to 4,3,5,5,0.6,4,3,U
499,nih_1887845,BIOC,BIOC,"Marzluff, William F",study,M,R01,2,1 to 2,2,4,4,0.5,2,2,R01
500,nih_1887862,IMMU,IMMU,"Cook, James A",study,M,R01,1,1 to 2,1,1,1,1,5,4,R01
501,nih_1887937,AGRI,AGRI,"Maas, Richard L",comp,M,P01,6,5+,5+,11,8+,0.545454545,3,3,P01
502,nih_1887989,NEUR,NEUR,"Bazan, Nicolas G",comp,M,P20,4,3 to 4,4,7,7,0.571428571,4,3,P
503,nih_1888135,BIOC,BIOC,"Kopito, Ron R",comp,M,R56,2,1 to 2,2,4,4,0.5,2,2,R
504,nih_1888209,MULT,MULT,"Dixon, Jack E",comp,M,R37,3,3 to 4,3,6,6,0.5,2,2,R
505,nih_1888259,AGRI,AGRI,"Avruch, Joseph",comp,M,R37,3,3 to 4,3,4,4,0.75,5,4,R
506,nih_1888597,MULT,MULT,"Struhl, Kevin",study,M,R01,2,1 to 2,2,4,4,0.5,2,2,R01
507,nih_1888635,NEUR,NEUR,"Mivechi, Nahid F",comp,M,R01,1,1 to 2,1,4,4,0.25,1,1,R01
508,nih_1888671,NEUR,NEUR,"Cooper, Jonathan A",comp,M,R37,4,3 to 4,4,8,8+,0.5,2,2,R
509,nih_1888698,MEDI,MEDI,"Emanuel, Beverly S",comp,F,P50,6,5+,5+,9,8+,0.666666667,4,3,P
510,nih_1888832,IMMU,IMMU,"Sharpe, Arlene H",comp,F,P01,4,3 to 4,4,11,8+,0.363636364,1,1,P01
511,nih_1888968,IMMU,IMMU,"Traktman, Paula",comp,F,R01,1,1 to 2,1,4,4,0.25,1,1,R01
512,nih_1889158,NEUR,NEUR,"Olsen, Richard W",comp,M,P01,3,3 to 4,3,6,6,0.5,2,2,P01
513,nih_1889274,MEDI,MEDI,"Herndon, David N",study,M,M01,3,3 to 4,3,3,3,1,5,4,M
514,nih_1889808,BIOC,BIOC,"Denu, John M",study,M,P41,3,3 to 4,3,5,5,0.6,4,3,P41
515,nih_1889809,AGRI,AGRI,"Bardwell, Lee S",study,M,P50,2,1 to 2,2,2,2,1,5,4,P
516,nih_1889950,AGRI,AGRI,"Smith, Gerald R",study,M,R56,3,3 to 4,3,4,4,0.75,5,4,R
517,nih_1890226,IMMU,IMMU,"Rao, Anjana",comp,F,RC4,9,5+,5+,22,8+,0.409090909,2,2,RC
518,nih_1890742,CENG,CENG,"Woodson, Sarah A",study,F,R01,1,1 to 2,1,2,2,0.5,2,2,R01
519,nih_1890744,NEUR,NEUR,"Young, Michael W",study,M,R01,2,1 to 2,2,4,4,0.5,2,2,R01
520,nih_1890767,IMMU,IMMU,"Verdin, Eric M",comp,M,U19,5,5+,5+,7,7,0.714285714,5,4,U
521,nih_1890979,NEUR,NEUR,"Taghert, Paul H",comp,M,P30,2,1 to 2,2,4,4,0.5,2,2,P
522,nih_1891111,AGRI,AGRI,"Sachs, Frederick",comp,M,R01,2,1 to 2,2,3,3,0.666666667,4,3,R01
523,nih_1891116,AGRI,AGRI,"Fox, Paul L",comp,M,P01,3,3 to 4,3,7,7,0.428571429,2,2,P01
524,nih_1891230,MEDI,MEDI,"Morton, Cynthia C",comp,F,P30,3,3 to 4,3,6,6,0.5,2,2,P
525,nih_1891234,BIOC,BIOC,"Sali, Andrej",study,M,U54,5,5+,5+,12,8+,0.416666667,2,2,U
526,nih_1891259,CHEM,CHEM,"Klinman, Judith P",study,F,R01,1,1 to 2,1,2,2,0.5,2,2,R01
527,nih_1891266,CENG,CENG,"Trost, Barry M",study,M,R01,1,1 to 2,1,2,2,0.5,2,2,R01
528,nih_1891526,PHAR,PHAR,"Mitchell, Beverly S",comp,F,M01,3,3 to 4,3,4,4,0.75,5,4,M
529,nih_1891684,IMMU,IMMU,"Engelman, Alan N",comp,M,R37,4,3 to 4,4,8,8+,0.5,2,2,R
530,nih_1891687,IMMU,IMMU,"Jardetzky, Theodore S",comp,M,U54,5,5+,5+,8,8+,0.625,4,3,U
531,nih_1891728,IMMU,IMMU,"Emerman, Michael",comp,M,R37,2,1 to 2,2,5,5,0.4,2,1,R
532,nih_1891737,IMMU,IMMU,"Elder, John H",comp,M,P30,6,5+,5+,10,8+,0.6,4,3,P
533,nih_1892179,CHEM,CHEM,"Voth, Gregory A",study,M,P50,2,1 to 2,2,3,3,0.666666667,4,3,P
534,nih_1892568,CHEM,CHEM,"Olson, Arthur J",study,M,P01,5,5+,5+,7,7,0.714285714,5,4,P01
535,nih_1892987,MULT,MULT,"Landick, Robert",study,M,R01,2,1 to 2,2,3,3,0.666666667,4,3,R01
536,nih_1893214,MULT,MULT,"Bier, Ethan",comp,M,P41,4,3 to 4,4,8,8+,0.5,2,2,P41
537,nih_1893416,NEUR,NEUR,"Zorumski, Charles F",comp,M,P30,3,3 to 4,3,8,8+,0.375,2,1,P
538,nih_1893611,IMMU,IMMU,"Green, Jonathan M",comp,M,U19,3,3 to 4,3,6,6,0.5,2,2,U
539,nih_1893645,MULT,MULT,"Rapoport, Tom A",study,M,R01,1,1 to 2,1,2,2,0.5,2,2,R01
540,nih_1893646,CENG,CENG,"Raleigh, Daniel P",study,M,P41,2,1 to 2,2,4,4,0.5,2,2,P41
541,nih_1893649,MEDI,MEDI,"Leof, Edward B",study,M,R37,2,1 to 2,2,3,3,0.666666667,4,3,R
542,nih_1893656,AGRI,AGRI,"Gilbert, Susan P",study,F,R37,2,1 to 2,2,2,2,1,5,4,R
543,nih_1893657,NEUR,NEUR,"Sherman, Michael Y",comp,M,P41,3,3 to 4,3,7,7,0.428571429,2,2,P41
544,nih_1893664,CHEM,CHEM,"Gilson, Michael K",study,M,P01,3,3 to 4,3,5,5,0.6,4,3,P01
545,nih_1893671,NEUR,NEUR,"Wu, Jane Y",comp,F,R56,2,1 to 2,2,8,8+,0.25,1,1,R
546,nih_1893677,MULT,MULT,"Otwinowski, Zbyszek",study,M,U54,2,1 to 2,2,3,3,0.666666667,4,3,U
547,nih_1893684,MULT,MULT,"Gumbiner, Barry M",study,M,R37,2,1 to 2,2,4,4,0.5,2,2,R
548,nih_1893686,BIOC,BIOC,"Arndt, Karen M",study,F,R01,2,1 to 2,2,2,2,1,5,4,R01
549,nih_1893689,BIOC,BIOC,"Barlowe, Charles K",study,M,R37,2,1 to 2,2,2,2,1,5,4,R
550,nih_1893697,MULT,MULT,"Deshaies, Raymond J",study,M,P41,3,3 to 4,3,6,6,0.5,2,2,P41
551,nih_1893704,AGRI,AGRI,"Chory, Joanne",study,F,P41,3,3 to 4,3,5,5,0.6,4,3,P41
552,nih_1893710,NEUR,NEUR,"Bell, Stephen P",study,M,R01,1,1 to 2,1,2,2,0.5,2,2,R01
553,nih_1893719,NEUR,NEUR,"Ehrlich, Barbara E",comp,F,P01,3,3 to 4,3,5,5,0.6,4,3,P01
554,nih_1893740,MULT,MULT,"Rees, Douglas C",study,M,P41,5,5+,5+,6,6,0.833333333,5,4,P41
555,nih_1893745,IMMU,IMMU,"Derbyshire, Keith M",comp,M,R56,3,3 to 4,3,6,6,0.5,2,2,R
556,nih_1893753,IMMU,IMMU,"Imlay, James A",study,M,R37,2,1 to 2,2,4,4,0.5,2,2,R
557,nih_1893769,IMMU,IMMU,"Helmann, John D",study,M,R01,1,1 to 2,1,3,3,0.333333333,1,1,R01
558,nih_1893773,BIOC,BIOC,"Fitzpatrick, Paul F",study,M,P41,2,1 to 2,2,4,4,0.5,2,2,P41
559,nih_1893780,CHEM,CHEM,"Weber, Stephen G",study,M,R21,2,1 to 2,2,4,4,0.5,2,2,R
560,nih_1893782,AGRI,AGRI,"Ruvkun, Gary B",study,M,R37,2,1 to 2,2,6,6,0.333333333,1,1,R
561,nih_1893784,MULT,MULT,NA,NA,,NA,2,1 to 2,2,4,4,0.5,2,2,NA
562,nih_1893802,CHEM,CHEM,"York, Darrin M",study,M,R01,1,1 to 2,1,3,3,0.333333333,1,1,R01
563,nih_1893807,MULT,MULT,"Noller, Harry F",study,M,P41,2,1 to 2,2,3,3,0.666666667,4,3,P41
564,nih_1893922,CHEM,CHEM,"Kelly, Jeffery W",comp,M,P01,3,3 to 4,3,11,8+,0.272727273,1,1,P01
565,nih_1893932,BIOC,BIOC,"Subramani, Suresh",comp,M,R37,3,3 to 4,3,5,5,0.6,4,3,R
566,nih_1893935,MEDI,MEDI,"Sanders, Kenton M",comp,M,P20,5,5+,5+,7,7,0.714285714,5,4,P
567,nih_1894052,BIOC,BIOC,"Xiong, Yue",comp,M,R01,2,1 to 2,2,5,5,0.4,2,1,R01
568,nih_1894124,NEUR,NEUR,"Waterman, Marian L",comp,F,R01,2,1 to 2,2,6,6,0.333333333,1,1,R01
569,nih_1894180,PHAR,PHAR,"Waterman, Michael R",comp,M,P30,3,3 to 4,3,4,4,0.75,5,4,P
570,nih_1894197,MULT,MULT,"Shenk, Thomas E",comp,M,P01,5,5+,5+,11,8+,0.454545455,2,2,P01
571,nih_1894213,MULT,MULT,"Hynes, Richard O",comp,M,P01,4,3 to 4,4,7,7,0.571428571,4,3,P01
572,nih_1894339,AGRI,AGRI,"Gundersen, Gregg G",study,M,R56,3,3 to 4,3,7,7,0.428571429,2,2,R
573,nih_1894509,NEUR,NEUR,"Bean, Bruce P",comp,M,P01,3,3 to 4,3,7,7,0.428571429,2,2,P01
574,nih_1894530,BIOC,BIOC,"Falke, Joseph J",study,M,R01,1,1 to 2,1,2,2,0.5,2,2,R01
575,nih_1894753,BIOC,BIOC,"Dowhan, William",study,M,R37,3,3 to 4,3,4,4,0.75,5,4,R
576,nih_1894756,CENG,CENG,"Raushel, Frank M",study,M,P01,3,3 to 4,3,7,7,0.428571429,2,2,P01
577,nih_1895501,MULT,MULT,"Menon, Anant K",study,M,R01,2,1 to 2,2,6,6,0.333333333,1,1,R01
578,nih_1895525,MULT,MULT,"Caplan, Michael J",comp,M,P30,5,5+,5+,6,6,0.833333333,5,4,P
579,nih_1895526,PHAR,PHAR,"Brouwer, Kim L",study,F,M01,4,3 to 4,4,4,4,1,5,4,M
580,nih_1895692,NEUR,NEUR,"Whittemore, Scott",comp,M,P20,4,3 to 4,4,8,8+,0.5,2,2,P
581,nih_1895812,AGRI,AGRI,"Workman, Jerry L",study,M,P41,3,3 to 4,3,4,4,0.75,5,4,P41
582,nih_1896260,BIOC,BIOC,"Behringer, Richard R",comp,M,P01,4,3 to 4,4,6,6,0.666666667,4,3,P01
583,nih_1896261,MEDI,MEDI,"Conti, Marco",comp,M,U54,4,3 to 4,4,11,8+,0.363636364,1,1,U
584,nih_1896269,AGRI,AGRI,"Sokol, Sergei Y",comp,M,R56,3,3 to 4,3,7,7,0.428571429,2,2,R
585,nih_1896346,AGRI,AGRI,"Magnuson, Terry",comp,M,U54,4,3 to 4,4,7,7,0.571428571,4,3,U
586,nih_1896477,BIOC,BIOC,"Cheng, Xiaodong",study,M,P41,5,5+,5+,8,8+,0.625,4,3,P41
587,nih_1896493,CHEM,CHEM,"Lipscomb, John D",study,M,R01,2,1 to 2,2,4,4,0.5,2,2,R01
588,nih_1896497,IMMU,IMMU,"Johnson, Reid C",study,M,P41,3,3 to 4,3,3,3,1,5,4,P41
589,nih_1896739,PHYS,OTHER,"Palmer, Arthur G",study,M,R01,1,1 to 2,1,2,2,0.5,2,2,R01
590,nih_1896752,NEUR,NEUR,"Ma, Jian-xing",comp,M,R33,4,3 to 4,4,7,7,0.571428571,4,3,R
591,nih_1896835,AGRI,AGRI,"Jacobsen, Steven E",study,M,R37,2,1 to 2,2,2,2,1,5,4,R
592,nih_1896958,BIOC,BIOC,"Blanchard, John S",comp,M,R01,1,1 to 2,1,3,3,0.333333333,1,1,R01
593,nih_1896981,NEUR,NEUR,"Dessauer, Carmen W",study,F,R01,1,1 to 2,1,3,3,0.333333333,1,1,R01
594,nih_1897052,CENG,CENG,"Danishefsky, Samuel J",comp,M,R37,2,1 to 2,2,7,7,0.285714286,1,1,R
595,nih_1897065,CENG,CENG,"Gellman, Samuel H",study,M,P41,3,3 to 4,3,5,5,0.6,4,3,P41
596,nih_1897079,PHAR,PHAR,"Jusko, William J",study,M,R37,2,1 to 2,2,3,3,0.666666667,4,3,R
597,nih_1897080,MULT,MULT,"Benkovic, Stephen J",study,M,P01,2,1 to 2,2,4,4,0.5,2,2,P01
598,nih_1897177,MEDI,MEDI,"Paigen, Beverly J",comp,F,P50,5,5+,5+,10,8+,0.5,2,2,P
599,nih_1897194,PHAR,PHAR,"Olivera, Baldomero M",study,M,P01,1,1 to 2,1,1,1,1,5,4,P01
600,nih_1897706,CENG,CENG,"Cane, David E",study,M,R01,2,1 to 2,2,3,3,0.666666667,4,3,R01
601,nih_1897909,MULT,MULT,"Hille, Bertil",comp,M,U54,4,3 to 4,4,6,6,0.666666667,4,3,U
602,nih_1898054,CENG,CENG,"Keller, Gordon M",comp,M,P20,3,3 to 4,3,9,8+,0.333333333,1,1,P
603,nih_1898073,MEDI,MEDI,"Piantadosi, Claude A",comp,M,P01,3,3 to 4,3,9,8+,0.333333333,1,1,P01
604,nih_1898145,AGRI,AGRI,"Gibbs, Richard A",comp,M,P50,6,5+,5+,13,8+,0.461538462,2,2,P
605,nih_1898240,AGRI,AGRI,"Mann, Richard S",study,M,U01,2,1 to 2,2,5,5,0.4,2,1,U
606,nih_1898249,AGRI,AGRI,"Zheng, Yi",comp,M,P30,3,3 to 4,3,11,8+,0.272727273,1,1,P
607,nih_1898255,AGRI,AGRI,"Johnson, Arlen W",study,M,R01,1,1 to 2,1,2,2,0.5,2,2,R01
608,nih_1898291,AGRI,AGRI,"Bishop, Douglas K",study,M,R01,1,1 to 2,1,2,2,0.5,2,2,R01
609,nih_1898316,CHEM,CHEM,"Gao, Jiali",study,M,RC1,2,1 to 2,2,2,2,1,5,4,RC
610,nih_1898331,BIOC,BIOC,"Parker, Roy",study,M,R37,2,1 to 2,2,2,2,1,5,4,R
611,nih_1898335,NEUR,NEUR,"Julius, David J",comp,M,P01,5,5+,5+,9,8+,0.555555556,3,3,P01
612,nih_1898342,MULT,MULT,"Russell, David W",comp,M,U54,5,5+,5+,6,6,0.833333333,5,4,U
613,nih_1898347,BIOC,BIOC,"Spector, David L",study,M,P01,3,3 to 4,3,4,4,0.75,5,4,P01
614,nih_1898348,CHEM,CHEM,"Giedroc, David P",study,M,R01,1,1 to 2,1,4,4,0.25,1,1,R01
615,nih_1898349,AGRI,AGRI,"Geyer, Pamela K",study,F,R01,1,1 to 2,1,2,2,0.5,2,2,R01
616,nih_1898361,CENG,CENG,"Ragsdale, Stephen W",study,M,P20,4,3 to 4,4,5,5,0.8,5,4,P
617,nih_1898362,AGRI,AGRI,"Chisholm, Rex L",study,M,U01,3,3 to 4,3,6,6,0.5,2,2,U
618,nih_1898364,CENG,CENG,"Que, Lawrence",study,M,R37,2,1 to 2,2,2,2,1,5,4,R
619,nih_1898369,BIOC,BIOC,"Jones, Katherine A",comp,F,P01,4,3 to 4,4,6,6,0.666666667,4,3,P01
620,nih_1898379,MEDI,MEDI,"Brown, Joan H",comp,F,P01,4,3 to 4,4,6,6,0.666666667,4,3,P01
621,nih_1898382,MULT,MULT,"Wright, Peter E",study,M,M01,4,3 to 4,4,9,8+,0.444444444,2,2,M
622,nih_1898387,CENG,CENG,"Groves, John T",study,M,P41,3,3 to 4,3,4,4,0.75,5,4,P41
623,nih_1898405,MULT,MULT,"Hendrickson, Wayne A",study,M,U54,4,3 to 4,4,9,8+,0.444444444,2,2,U
624,nih_1898409,AGRI,AGRI,"Forbes, Douglass J",study,M,R01,1,1 to 2,1,1,1,1,5,4,R01
625,nih_1898413,MULT,MULT,"Sancar, Aziz",study,M,P01,4,3 to 4,4,5,5,0.8,5,4,P01
626,nih_1898420,MULT,MULT,"Agard, David A",study,M,P41,4,3 to 4,4,8,8+,0.5,2,2,P41
627,nih_1898423,CENG,CENG,"Grubbs, Robert H",study,M,R01,1,1 to 2,1,2,2,0.5,2,2,R01
628,nih_1898436,PHAR,PHAR,"Weinshilboum, Richard M",study,M,U19,5,5+,5+,8,8+,0.625,4,3,U
629,nih_1898437,BIOC,BIOC,"Spudich, John L",study,M,U01,5,5+,5+,5,5,1,5,4,U
630,nih_1898452,MEDI,MEDI,"Low, Philip S",study,M,R01,2,1 to 2,2,3,3,0.666666667,4,3,R01
631,nih_1898453,AGRI,AGRI,"Salmon, Edward D",study,M,R37,2,1 to 2,2,3,3,0.666666667,4,3,R
632,nih_1898754,NEUR,NEUR,"Hargreaves, Kenneth M",comp,M,UL1,5,5+,5+,11,8+,0.454545455,2,2,UL
633,nih_1898854,NULL.,OTHER,"Beauchamp, Robert D",comp,M,P50,2,1 to 2,2,3,3,0.666666667,4,3,P
634,nih_1898899,AGRI,AGRI,"Pendergast, Ann M",comp,F,R01,1,1 to 2,1,7,7,0.142857143,1,1,R01
635,nih_1898919,BIOC,BIOC,"Tonks, Nicholas K",comp,M,R37,2,1 to 2,2,4,4,0.5,2,2,R
636,nih_1898932,PHAR,PHAR,"Marnett, Lawrence J",comp,M,P01,4,3 to 4,4,7,7,0.571428571,4,3,P01
637,nih_1899028,IMMU,IMMU,"Bendelac, Albert S",comp,M,P01,2,1 to 2,2,7,7,0.285714286,1,1,P01
638,nih_1899031,IMMU,IMMU,"Atkinson, John P",comp,M,U54,4,3 to 4,4,7,7,0.571428571,4,3,U
639,nih_1899034,IMMU,IMMU,"Weller, Sandra K",comp,F,R01,3,3 to 4,3,5,5,0.6,4,3,R01
640,nih_1899905,BIOC,BIOC,"Culotta, Valeria C",study,F,R01,4,3 to 4,4,6,6,0.666666667,4,3,R01
641,nih_1900165,IMMU,IMMU,"Madhani, Hiten D",study,M,P41,2,1 to 2,2,8,8+,0.25,1,1,P41
642,nih_1900251,NEUR,NEUR,"Doudna, Jennifer A",study,F,P50,4,3 to 4,4,6,6,0.666666667,4,3,P
643,nih_1900441,MULT,MULT,"Jacobson, Allan S",study,M,R37,2,1 to 2,2,3,3,0.666666667,4,3,R
644,nih_1900442,AGRI,AGRI,"Mullins, Mary C",comp,F,R56,3,3 to 4,3,8,8+,0.375,2,1,R
645,nih_1901068,MULT,MULT,"Rosen, Michael K",study,M,P01,2,1 to 2,2,3,3,0.666666667,4,3,P01
646,nih_1901104,MULT,MULT,"Stevens, Raymond C",comp,M,U54,6,5+,5+,11,8+,0.545454545,3,3,U
647,nih_1901148,BIOC,BIOC,"Schlaepfer, David D",comp,M,R01,1,1 to 2,1,6,6,0.166666667,1,1,R01
648,nih_1901433,MULT,MULT,"Cahalan, Michael D",comp,M,P30,3,3 to 4,3,4,4,0.75,5,4,P
649,nih_1901655,NEUR,NEUR,"Lu, Kun P",comp,M,R01,2,1 to 2,2,9,8+,0.222222222,1,1,R01
650,nih_1901666,MULT,MULT,"Darst, Seth A",study,M,P41,2,1 to 2,2,8,8+,0.25,1,1,P41
651,nih_1901667,BIOC,BIOC,"Hochstrasser, Mark",study,M,R37,2,1 to 2,2,4,4,0.5,2,2,R
652,nih_1901669,PHAR,PHAR,"Feng, Gen-sheng",comp,M,R01,1,1 to 2,1,2,2,0.5,2,2,R01
653,nih_1901680,BIOC,BIOC,"Kane, Patricia M",study,F,R01,1,1 to 2,1,2,2,0.5,2,2,R01
654,nih_1901683,IMMU,IMMU,"Hunt, Donald F",study,M,U54,3,3 to 4,3,4,4,0.75,5,4,U
655,nih_1901686,BIOC,BIOC,"Turner, Douglas H",study,M,R01,2,1 to 2,2,3,3,0.666666667,4,3,R01
656,nih_1901724,NEUR,NEUR,"Hall, James E",comp,M,R01,1,1 to 2,1,1,1,1,5,4,R01
657,nih_1901879,AGRI,AGRI,"Ibrahim, Joseph G",comp,M,P50,3,3 to 4,3,6,6,0.5,2,2,P
658,nih_1901955,MULT,MULT,"Weissman, Sherman M",comp,M,P50,8,5+,5+,13,8+,0.615384615,4,3,P
659,nih_1902031,CHEM,CHEM,"Cross, Timothy A",comp,M,P01,2,1 to 2,2,4,4,0.5,2,2,P01
660,nih_1902089,PHAR,PHAR,"Forman, Stuart A",study,M,P01,2,1 to 2,2,3,3,0.666666667,4,3,P01
661,nih_1902274,MULT,MULT,"Sabatini, David M",comp,M,R37,4,3 to 4,4,7,7,0.571428571,4,3,R
662,nih_1903013,NEUR,NEUR,"Yang, Jian",comp,M,R01,1,1 to 2,1,5,5,0.2,1,1,R01
663,nih_1903163,CHEM,CHEM,"Greenberg, Marc M",study,M,R01,1,1 to 2,1,3,3,0.333333333,1,1,R01
664,nih_1903214,IMMU,IMMU,"Aiken, Christopher R",comp,M,P50,4,3 to 4,4,10,8+,0.4,2,1,P
665,nih_1905123,NEUR,NEUR,"Zagotta, William N",comp,M,R01,2,1 to 2,2,4,4,0.5,2,2,R01
