"","Source","Target","Label","Type","PMID_x","PUB_YEAR","COUNTRY","PMID_y","ACTIVITY","avg_discpline_weight","discipline_classification","activity_weight","normalized_discipline_weight","normalized_activity_weight"
"2448","Beutler, Bruce A","Kronenberg, Mitchell",20190135,"Undirected",20190135,2010,"United States",20190135,"P01",9.82458887390086,"IMMU",11.1887024150634,0.281872094389517,0.176013098649202
"2449","Beutler, Bruce A","Nemazee, David",20133626,"Undirected",20133626,2010,"United States",20133626,"P01",17.769638648861,"MULT",11.1887024150634,0.509819324430479,0.176013098649202
"2450","Beutler, Bruce A","Nemazee, David",21423172,"Undirected",21423172,2011,"United States",21423172,"P01",13.8756325716915,"IMMU",11.1887024150634,0.398098451157798,0.176013098649202
"2451","Beutler, Bruce A","Nemazee, David",17185603,"Undirected",17185603,2006,"United States",17185603,"R01",17.769638648861,"MULT",1.71922762437889,0.509819324430479,0.0270457261462985
"2452","Schepartz, Alanna","Miller, Scott J",26859619,"Undirected",26859619,2016,"United States",26859619,"R37",17.5558849038563,"CENG",8.29643868878996,0.503686628542499,0.130513961958721
"2453","Miller, Scott J","Raines, Ronald T",20420451,"Undirected",20420451,2010,"United States",20420451,"R01",17.5558849038563,"CENG",1.71922762437889,0.503686628542499,0.0270457261462985
"2454","Zarkower, David A","Schedl, Tim B",21571224,"Undirected",21571224,2011,"United States",21571224,"R01",2.35737175311987,"BIOC",1.71922762437889,0.0676341088502723,0.0270457261462985
"2455","Lee, Jeannie T","Zarkower, David A",17447844,"Undirected",17447844,2007,"United States",17447844,"R01",12.6024014121813,"MEDI",1.71922762437889,0.361568847916435,0.0270457261462985
"2456","Zarkower, David A","Capel, Blanche",20007774,"Undirected",20007774,2009,"United States",20007774,"R01",17.769638648861,"MULT",1.71922762437889,0.509819324430479,0.0270457261462985
"2457","Lambowitz, Alan M","Belfort, Marlene",26104554,"Undirected",26104554,2015,"United States",26104554,"R01",9.0444329899524,"ENVI",1.71922762437889,0.259489053655564,0.0270457261462985
"2458","Lambowitz, Alan M","Pan, Tao",26214130,"Undirected",26214130,2015,"United States",26214130,"DP1",4.06545846461507,"MEDI",13.8376645291934,0.116639923235754,0.217684778940263
"2459","Lambowitz, Alan M","Belfort, Marlene",15813740,"Undirected",15813740,2005,"England",15813740,"R01",8.11650216240566,"IMMU",1.71922762437889,0.232866280004035,0.0270457261462985
"2460","Lambowitz, Alan M","Belfort, Marlene",16230535,"Undirected",16230535,2005,"United States",16230535,"R01",2.35737175311987,"BIOC",1.71922762437889,0.0676341088502723,0.0270457261462985
"2461","Belfort, Marlene","Lambowitz, Alan M",15574519,"Undirected",15574519,2005,"United States",15574519,"R01",2.35737175311987,"BIOC",1.71922762437889,0.0676341088502723,0.0270457261462985
"2462","Lambowitz, Alan M","Belfort, Marlene",25878921,"Undirected",25878921,2015,"",25878921,"R01",9.0444329899524,"ENVI",1.71922762437889,0.259489053655564,0.0270457261462985
"2463","Smith, Gerald R","Lohman, Timothy M",12445778,"Undirected",12445778,2002,"England",12445778,"R56",2.35737175311987,"BIOC",13.8376645291934,0.0676341088502723,0.217684778940263
"2464","Smith, Gerald R","Russell, Paul",14704204,"Undirected",14704204,2003,"United States",14704204,"R01",4.06545846461507,"MEDI",1.71922762437889,0.116639923235754,0.0270457261462985
"2465","Goldman, Robert D","Sosnick, Tobin R",21185309,"Undirected",21185309,2011,"England",21185309,"R37",2.35737175311987,"BIOC",8.29643868878996,0.0676341088502723,0.130513961958721
"2466","Goldman, Robert D","Vallee, Richard B",12034772,"Undirected",12034772,2002,"United States",12034772,"R01",2.35737175311987,"BIOC",1.71922762437889,0.0676341088502723,0.0270457261462985
"2467","Singer, Robert H","Goldman, Robert D",16505169,"Undirected",16505169,2006,"United States",16505169,"R01",2.35737175311987,"BIOC",1.71922762437889,0.0676341088502723,0.0270457261462985
"2468","Marmorstein, Ronen","Goldman, Robert D",26524528,"Undirected",26524528,2015,"England",26524528,"P01",11.7715919124856,"MULT",11.1887024150634,0.337732531025857,0.176013098649202
"2469","Marmorstein, Ronen","Berger, Shelley L",26524528,"Undirected",26524528,2015,"England",26524528,"P01",11.7715919124856,"MULT",11.1887024150634,0.337732531025857,0.176013098649202
"2470","Goldman, Robert D","Berger, Shelley L",26524528,"Undirected",26524528,2015,"England",26524528,"P01",11.7715919124856,"MULT",11.1887024150634,0.337732531025857,0.176013098649202
"2471","Xu, Yan","Tang, Pei",11872912,"Undirected",11872912,2002,"United States",11872912,"R01",20.3141608777316,"NEUR",1.71922762437889,0.582822868810618,0.0270457261462985
"2472","Tang, Pei","Xu, Yan",11870844,"Undirected",11870844,2002,"United States",11870844,"R01",9.97236381749914,"HEAL",1.71922762437889,0.286111827307094,0.0270457261462985
"2473","Tang, Pei","Xu, Yan",11891430,"Undirected",11891430,2002,"United States",11891430,"R01",14.328564502861,"NEUR",1.71922762437889,0.411093282157169,0.0270457261462985
"2474","Tang, Pei","Xu, Yan",12771572,"Undirected",12771572,2003,"United States",12771572,"R01",14.328564502861,"NEUR",1.71922762437889,0.411093282157169,0.0270457261462985
"2475","Xu, Yan","Tang, Pei",19461023,"Undirected",19461023,2009,"United States",19461023,"R01",9.97236381749914,"NURS",1.71922762437889,0.286111827307094,0.0270457261462985
"2476","Tang, Pei","Xu, Yan",27628686,"Undirected",27628686,2016,"England",27628686,"R37",17.769638648861,"MULT",8.29643868878996,0.509819324430479,0.130513961958721
"2477","Tang, Pei","Xu, Yan",24694846,"Undirected",24694846,2014,"United States",24694846,"R37",5.77354517611026,"MEDI",8.29643868878996,0.165645737621235,0.130513961958721
"2478","Tang, Pei","Xu, Yan",25856773,"Undirected",25856773,2015,"United States",25856773,"R37",13.2316990952231,"MATE",8.29643868878996,0.379623695624584,0.130513961958721
"2479","Tang, Pei","Xu, Yan",24050264,"Undirected",24050264,2013,"United States",24050264,"R37",13.2316990952231,"MATE",8.29643868878996,0.379623695624584,0.130513961958721
"2480","Boeke, Jef D","Peterson, Craig L",17015465,"Undirected",17015465,2006,"United States",17015465,"R01",2.35737175311987,"BIOC",1.71922762437889,0.0676341088502723,0.0270457261462985
"2481","Tsukiyama, Toshio","Boeke, Jef D",15833918,"Undirected",15833918,2005,"United States",15833918,"R01",2.35737175311987,"BIOC",1.71922762437889,0.0676341088502723,0.0270457261462985
"2482","Boeke, Jef D","Tsukiyama, Toshio",15833917,"Undirected",15833917,2005,"United States",15833917,"R01",2.35737175311987,"BIOC",1.71922762437889,0.0676341088502723,0.0270457261462985
"2483","Rout, Michael P","Boeke, Jef D",24267889,"Undirected",24267889,2013,"United States",24267889,"U54",2.35737175311987,"BIOC",40.2958230958231,0.0676341088502723,0.633906633906634
"2484","Boeke, Jef D","Cole, Philip A",21097901,"Undirected",21097901,2010,"United States",21097901,"R37",17.769638648861,"MULT",8.29643868878996,0.509819324430479,0.130513961958721
"2485","Rout, Michael P","Boeke, Jef D",26895062,"Undirected",26895062,2016,"United States",26895062,"U54",2.35737175311987,"BIOC",40.2958230958231,0.0676341088502723,0.633906633906634
"2486","Boeke, Jef D","Cole, Philip A",22961914,"Undirected",22961914,2012,"Germany",22961914,"U54",7.32479374233904,"CHEM",40.2958230958231,0.210151791553244,0.633906633906634
"2487","Boeke, Jef D","Cole, Philip A",22975055,"Undirected",22975055,2012,"United States",22975055,"U54",2.35737175311987,"BIOC",40.2958230958231,0.0676341088502723,0.633906633906634
"2488","Marmorstein, Ronen","Boeke, Jef D",24045953,"Undirected",24045953,2013,"United States",24045953,"U54",2.35737175311987,"BIOC",40.2958230958231,0.0676341088502723,0.633906633906634
"2489","Marmorstein, Ronen","Cole, Philip A",24045953,"Undirected",24045953,2013,"United States",24045953,"U54",2.35737175311987,"BIOC",40.2958230958231,0.0676341088502723,0.633906633906634
"2490","Boeke, Jef D","Cole, Philip A",24045953,"Undirected",24045953,2013,"United States",24045953,"U54",2.35737175311987,"BIOC",40.2958230958231,0.0676341088502723,0.633906633906634
"2491","Boeke, Jef D","Berger, Shelley L",19303850,"Undirected",19303850,2009,"United States",19303850,"U54",2.35737175311987,"BIOC",40.2958230958231,0.0676341088502723,0.633906633906634
"2492","Boeke, Jef D","Berger, Shelley L",21906795,"Undirected",21906795,2011,"United States",21906795,"U54",2.35737175311987,"BIOC",40.2958230958231,0.0676341088502723,0.633906633906634
"2493","Boeke, Jef D","Cole, Philip A",26246082,"Undirected",26246082,2015,"United States",26246082,"U54",14.7915401120631,"PHAR",40.2958230958231,0.424376271022355,0.633906633906634
"2494","Belfort, Marlene","Boeke, Jef D",24904692,"Undirected",24904692,2014,"England",24904692,"P50",14.171182458888,"NULL.",45.6327212020033,0.406577916992952,0.717863105175292
"2495","Belfort, Marlene","Maquat, Lynne E",24904692,"Undirected",24904692,2014,"England",24904692,"P50",14.171182458888,"NULL.",45.6327212020033,0.406577916992952,0.717863105175292
"2496","Boeke, Jef D","Maquat, Lynne E",24904692,"Undirected",24904692,2014,"England",24904692,"P50",14.171182458888,"NULL.",45.6327212020033,0.406577916992952,0.717863105175292
"2497","Boeke, Jef D","Sedivy, John M",25477445,"Undirected",25477445,2014,"United States",25477445,"P50",11.7715919124856,"MULT",45.6327212020033,0.337732531025857,0.717863105175292
"2498","Davis, Ronald W","Boeke, Jef D",16510898,"Undirected",16510898,2006,"United States",16510898,"R01",2.35737175311987,"BIOC",1.71922762437889,0.0676341088502723,0.0270457261462985
"2499","Parker, Ian","Cahalan, Michael D",12016203,"Undirected",12016203,2002,"United States",12016203,"R37",17.769638648861,"MULT",8.29643868878996,0.509819324430479,0.130513961958721
"2500","Parker, Ian","Cahalan, Michael D",12601158,"Undirected",12601158,2003,"United States",12601158,"R37",10.0635052009904,"MULT",8.29643868878996,0.288726716640376,0.130513961958721
"2501","Parker, Ian","Cahalan, Michael D",15466619,"Undirected",15466619,2004,"United States",15466619,"R37",13.8756325716915,"IMMU",8.29643868878996,0.398098451157798,0.130513961958721
"2502","Parker, Ian","Cahalan, Michael D",14722354,"Undirected",14722354,2004,"United States",14722354,"R37",10.0635052009904,"MULT",8.29643868878996,0.288726716640376,0.130513961958721
"2503","Parker, Ian","Cahalan, Michael D",16263308,"Undirected",16263308,2005,"England",16263308,"R37",9.82458887390086,"IMMU",8.29643868878996,0.281872094389517,0.130513961958721
"2504","Parker, Ian","Cahalan, Michael D",16273098,"Undirected",16273098,2005,"United States",16273098,"R37",13.8756325716915,"IMMU",8.29643868878996,0.398098451157798,0.130513961958721
"2505","Parker, Ian","Cahalan, Michael D",16829954,"Undirected",16829954,2006,"United States",16829954,"R37",2.35737175311987,"BIOC",8.29643868878996,0.0676341088502723,0.130513961958721
"2506","Parker, Ian","Cahalan, Michael D",16765574,"Undirected",16765574,2006,"England",16765574,"R37",9.82458887390086,"IMMU",8.29643868878996,0.281872094389517,0.130513961958721
"2507","Parker, Ian","Cahalan, Michael D",17675487,"Undirected",17675487,2007,"United States",17675487,"R37",13.8756325716915,"IMMU",8.29643868878996,0.398098451157798,0.130513961958721
"2508","Parker, Ian","Cahalan, Michael D",17641025,"Undirected",17641025,2007,"United States",17641025,"R37",13.8756325716915,"IMMU",8.29643868878996,0.398098451157798,0.130513961958721
"2509","Parker, Ian","Cahalan, Michael D",18989436,"Undirected",18989436,2007,"United States",18989436,"R37",5.77354517611026,"MEDI",8.29643868878996,0.165645737621235,0.130513961958721
"2510","Parker, Ian","Cahalan, Michael D",18835197,"Undirected",18835197,2008,"United States",18835197,"R37",9.82458887390086,"IMMU",8.29643868878996,0.281872094389517,0.130513961958721
"2511","Parker, Ian","Ellisman, Mark H",18820727,"Undirected",18820727,2008,"United States",18820727,"P30",12.6024014121813,"MEDI",30.2144436256448,0.361568847916435,0.475313190862196
"2512","Parker, Ian","Cahalan, Michael D",18820727,"Undirected",18820727,2008,"United States",18820727,"P30",12.6024014121813,"MEDI",30.2144436256448,0.361568847916435,0.475313190862196
"2513","Ellisman, Mark H","Cahalan, Michael D",18820727,"Undirected",18820727,2008,"United States",18820727,"P30",12.6024014121813,"MEDI",30.2144436256448,0.361568847916435,0.475313190862196
"2514","Parker, Ian","Cahalan, Michael D",19066518,"Undirected",19066518,2008,"United States",19066518,"R37",5.77354517611026,"MEDI",8.29643868878996,0.165645737621235,0.130513961958721
"2515","Parker, Ian","Cahalan, Michael D",18173372,"Undirected",18173372,2008,"United States",18173372,"R37",13.8756325716915,"IMMU",8.29643868878996,0.398098451157798,0.130513961958721
"2516","Parker, Ian","Cahalan, Michael D",20404167,"Undirected",20404167,2010,"United States",20404167,"P30",17.769638648861,"MULT",30.2144436256448,0.509819324430479,0.475313190862196
"2517","Parker, Ian","Cahalan, Michael D",20139277,"Undirected",20139277,2010,"United States",20139277,"P30",9.82458887390086,"IMMU",30.2144436256448,0.281872094389517,0.475313190862196
"2518","Parker, Ian","Cahalan, Michael D",21987805,"Undirected",21987805,2011,"United States",21987805,"R37",17.769638648861,"MULT",8.29643868878996,0.509819324430479,0.130513961958721
"2519","Parker, Ian","Cahalan, Michael D",22511718,"Undirected",22511718,2012,"United States",22511718,"R37",17.769638648861,"MULT",8.29643868878996,0.509819324430479,0.130513961958721
"2520","Parker, Ian","Cahalan, Michael D",23455504,"Undirected",23455504,2013,"United States",23455504,"R37",13.8756325716915,"IMMU",8.29643868878996,0.398098451157798,0.130513961958721
"2521","Parker, Ian","Cahalan, Michael D",23533579,"Undirected",23533579,2013,"United States",23533579,"R37",12.6024014121813,"MEDI",8.29643868878996,0.361568847916435,0.130513961958721
"2522","Parker, Ian","Cahalan, Michael D",25742043,"Undirected",25742043,2015,"United States",25742043,"P30",22.2764620327637,"CENG",30.2144436256448,0.63912221563227,0.475313190862196
"2523","Parker, Ian","Cahalan, Michael D",25606672,"Undirected",25606672,2015,"United States",25606672,"R37",2.35737175311987,"BIOC",8.29643868878996,0.0676341088502723,0.130513961958721
"2524","Parker, Ian","Cahalan, Michael D",25653051,"Undirected",25653051,2015,"England",25653051,"R37",9.60692331452203,"PHYS",8.29643868878996,0.275627166699813,0.130513961958721
"2525","Davis, Ronald W","Smith, Richard D",15208715,"Undirected",15208715,2004,"United States",15208715,"U54",29.6762873073139,"ARTS",40.2958230958231,0.851426697277796,0.633906633906634
"2526","Davis, Ronald W","Smith, Richard D",14961748,"Undirected",14961748,2004,"United States",14961748,"U54",12.2922157315582,"CHEM",40.2958230958231,0.352669474256215,0.633906633906634
"2527","Davis, Ronald W","Toner, Mehmet",20023796,"Undirected",20023796,2009,"England",20023796,"P01",4.06545846461507,"MEDI",11.1887024150634,0.116639923235754,0.176013098649202
"2528","Davis, Ronald W","Smith, Richard D",23589343,"Undirected",23589343,2013,"Germany",23589343,"U54",2.35737175311987,"BIOC",40.2958230958231,0.0676341088502723,0.633906633906634
"2529","Davis, Ronald W","Smith, Richard D",15253424,"Undirected",15253424,2004,"United States",15253424,"P01",2.35737175311987,"BIOC",11.1887024150634,0.0676341088502723,0.176013098649202
"2530","Davis, Ronald W","Fire, Andrew Z",17878950,"Undirected",17878950,2007,"United States",17878950,"P01",12.6024014121813,"MEDI",11.1887024150634,0.361568847916435,0.176013098649202
"2531","Fire, Andrew Z","Davis, Ronald W",22160699,"Undirected",22160699,2011,"United States",22160699,"P01",17.769638648861,"MULT",11.1887024150634,0.509819324430479,0.176013098649202
"2532","Davis, Ronald W","Khosla, Chaitan",24301183,"Undirected",24301183,2014,"Japan",24301183,"P01",29.7250328515112,"PHAR",11.1887024150634,0.852825229960578,0.176013098649202
"2533","Menon, Anant K","Stevens, Raymond C",25296113,"Undirected",25296113,2014,"England",25296113,"U54",9.60692331452203,"PHYS",40.2958230958231,0.275627166699813,0.633906633906634
"2534","Shaw, Janet M","Nunnari, Jodi M",11978537,"Undirected",11978537,2002,"England",11978537,"R01",2.35737175311987,"BIOC",1.71922762437889,0.0676341088502723,0.0270457261462985
"2535","Derewenda, Zygmunt S","Bushweller, John H",19670212,"Undirected",19670212,2009,"United States",19670212,"P01",2.35737175311987,"BIOC",11.1887024150634,0.0676341088502723,0.176013098649202
"2536","Derewenda, Zygmunt S","Bushweller, John H",19460155,"Undirected",19460155,2009,"England",19460155,"P01",2.35737175311987,"BIOC",11.1887024150634,0.0676341088502723,0.176013098649202
"2537","Derewenda, Zygmunt S","Bushweller, John H",12567003,"Undirected",12567003,2003,"Netherlands",12567003,"R01",7.32479374233904,"CHEM",1.71922762437889,0.210151791553244,0.0270457261462985
"2538","Derewenda, Zygmunt S","Bushweller, John H",16835924,"Undirected",16835924,2006,"United States",16835924,"R01",2.35737175311987,"BIOC",1.71922762437889,0.0676341088502723,0.0270457261462985
"2539","Cafiso, David S","Derewenda, Zygmunt S",17997972,"Undirected",17997972,2007,"United States",17997972,"R01",2.35737175311987,"BIOC",1.71922762437889,0.0676341088502723,0.0270457261462985
"2540","Derewenda, Zygmunt S","Raines, Ronald T",19653655,"Undirected",19653655,2009,"United States",19653655,"U54",4.06545846461507,"MEDI",40.2958230958231,0.116639923235754,0.633906633906634
"2541","Helmann, John D","Schimmel, Paul R",19767425,"Undirected",19767425,2009,"United States",19767425,"R01",8.11650216240566,"IMMU",1.71922762437889,0.232866280004035,0.0270457261462985
"2542","Pan, Tao","Wek, Ronald C",19546227,"Undirected",19546227,2009,"United States",19546227,"R01",2.35737175311987,"BIOC",1.71922762437889,0.0676341088502723,0.0270457261462985
"2543","Wek, Ronald C","Pan, Tao",20684782,"Undirected",20684782,2010,"England",20684782,"R01",2.35737175311987,"BIOC",1.71922762437889,0.0676341088502723,0.0270457261462985
"2544","Pan, Tao","Wek, Ronald C",20233714,"Undirected",20233714,2010,"United States",20233714,"R01",2.35737175311987,"BIOC",1.71922762437889,0.0676341088502723,0.0270457261462985
"2545","Wek, Ronald C","Harris, Robert A",24019515,"Undirected",24019515,2013,"United States",24019515,"R01",2.35737175311987,"BIOC",1.71922762437889,0.0676341088502723,0.0270457261462985
"2546","Mann, Richard S","Chalfie, Martin",23788625,"Undirected",23788625,2013,"United States",23788625,"R01",2.35737175311987,"BIOC",1.71922762437889,0.0676341088502723,0.0270457261462985
"2547","Honig, Barry H","Mann, Richard S",15879554,"Undirected",15879554,2005,"United States",15879554,"R01",2.35737175311987,"BIOC",1.71922762437889,0.0676341088502723,0.0270457261462985
"2548","Mann, Richard S","Honig, Barry H",12824372,"Undirected",12824372,2003,"England",12824372,"R01",2.35737175311987,"BIOC",1.71922762437889,0.0676341088502723,0.0270457261462985
"2549","Honig, Barry H","Mann, Richard S",17981120,"Undirected",17981120,2007,"United States",17981120,"R01",2.35737175311987,"BIOC",1.71922762437889,0.0676341088502723,0.0270457261462985
"2550","Honig, Barry H","Aggarwal, Aneel K",17981120,"Undirected",17981120,2007,"United States",17981120,"R01",2.35737175311987,"BIOC",1.71922762437889,0.0676341088502723,0.0270457261462985
"2551","Mann, Richard S","Aggarwal, Aneel K",17981120,"Undirected",17981120,2007,"United States",17981120,"R01",2.35737175311987,"BIOC",1.71922762437889,0.0676341088502723,0.0270457261462985
"2552","Honig, Barry H","Mann, Richard S",17395715,"Undirected",17395715,2007,"United States",17395715,"R01",10.0635052009904,"MULT",1.71922762437889,0.288726716640376,0.0270457261462985
"2553","Mann, Richard S","Honig, Barry H",20232938,"Undirected",20232938,2010,"United States",20232938,"R01",4.06545846461507,"MEDI",1.71922762437889,0.116639923235754,0.0270457261462985
"2554","Mann, Richard S","Honig, Barry H",24271386,"Undirected",24271386,2014,"England",24271386,"R01",4.06545846461507,"MEDI",1.71922762437889,0.116639923235754,0.0270457261462985
"2555","Bowie, James U","Payne, Gregory S",20150898,"Undirected",20150898,2010,"England",20150898,"R01",17.0292603013881,"NEUR",1.71922762437889,0.48857752000269,0.0270457261462985
"2556","Morgan, David O","Johnson, Alexander D",19779198,"Undirected",19779198,2009,"United States",19779198,"R01",17.769638648861,"MULT",1.71922762437889,0.509819324430479,0.0270457261462985
"2557","Woodson, Sarah A","Chance, Mark R",27016143,"Undirected",27016143,2016,"United States",27016143,"P30",2.35737175311987,"BIOC",30.2144436256448,0.0676341088502723,0.475313190862196
"2558","Greenberg, Marc M","Woodson, Sarah A",25959666,"Undirected",25959666,2015,"Germany",25959666,"R01",12.2922157315582,"CHEM",1.71922762437889,0.352669474256215,0.0270457261462985
"2559","Olivera, Baldomero M","Maricq, Andres V",19481459,"Undirected",19481459,2009,"England",19481459,"P01",16.0168295302169,"BIOC",11.1887024150634,0.459530403064034,0.176013098649202
"2560","Liu, Yi","Olivera, Baldomero M",24497506,"Undirected",24497506,2014,"United States",24497506,"P01",17.769638648861,"MULT",11.1887024150634,0.509819324430479,0.176013098649202
"2561","Mlodzik, Marek","Schier, Alexander F",16407953,"Undirected",16407953,2006,"England",16407953,"R01",17.769638648861,"MULT",1.71922762437889,0.509819324430479,0.0270457261462985
"2562","Schier, Alexander F","Daley, George Q",22421047,"Undirected",22421047,2012,"United States",22421047,"U01",2.35737175311987,"BIOC",63.5674418604651,0.0676341088502723,1
"2563","Schier, Alexander F","Young, Richard A",22421047,"Undirected",22421047,2012,"United States",22421047,"U01",2.35737175311987,"BIOC",63.5674418604651,0.0676341088502723,1
"2564","Daley, George Q","Young, Richard A",22421047,"Undirected",22421047,2012,"United States",22421047,"U01",2.35737175311987,"BIOC",63.5674418604651,0.0676341088502723,1
"2565","Schier, Alexander F","King, Stephen M",22581229,"Undirected",22581229,2012,"United States",22581229,"R01",2.35737175311987,"BIOC",1.71922762437889,0.0676341088502723,0.0270457261462985
"2566","Schier, Alexander F","Julius, David J",18829968,"Undirected",18829968,2008,"United States",18829968,"R01",20.3141608777316,"NEUR",1.71922762437889,0.582822868810618,0.0270457261462985
"2567","Schepartz, Alanna","Rothman, James E",26940217,"Undirected",26940217,2016,"England",26940217,"R01",9.60692331452203,"PHYS",1.71922762437889,0.275627166699813,0.0270457261462985
"2568","Schepartz, Alanna","Jorgensen, William L",15631466,"Undirected",15631466,2005,"United States",15631466,"R01",12.2922157315582,"CHEM",1.71922762437889,0.352669474256215,0.0270457261462985
"2569","Schepartz, Alanna","Jorgensen, William L",19415930,"Undirected",19415930,2009,"United States",19415930,"R01",17.5558849038563,"CENG",1.71922762437889,0.503686628542499,0.0270457261462985
"2570","Lis, John T","Peterson, Craig L",11854495,"Undirected",11854495,2002,"United States",11854495,"R37",10.0635052009904,"MULT",8.29643868878996,0.288726716640376,0.130513961958721
"2571","Denu, John M","Peterson, Craig L",12419236,"Undirected",12419236,2002,"United States",12419236,"R37",2.35737175311987,"BIOC",8.29643868878996,0.0676341088502723,0.130513961958721
"2572","Peterson, Craig L","Denu, John M",11994311,"Undirected",11994311,2002,"United States",11994311,"R37",2.35737175311987,"BIOC",8.29643868878996,0.0676341088502723,0.130513961958721
"2573","Peterson, Craig L","Sung, Patrick",12887907,"Undirected",12887907,2003,"United States",12887907,"R37",2.35737175311987,"BIOC",8.29643868878996,0.0676341088502723,0.130513961958721
"2574","Peterson, Craig L","Sung, Patrick",12514177,"Undirected",12514177,2003,"United States",12514177,"R37",2.35737175311987,"BIOC",8.29643868878996,0.0676341088502723,0.130513961958721
"2575","Lis, John T","Peterson, Craig L",16732285,"Undirected",16732285,2006,"United States",16732285,"R37",2.35737175311987,"BIOC",8.29643868878996,0.0676341088502723,0.130513961958721
"2576","Peterson, Craig L","Berger, Shelley L",15823538,"Undirected",15823538,2005,"England",15823538,"P01",29.6762873073139,"ARTS",11.1887024150634,0.851426697277796,0.176013098649202
"2577","Peterson, Craig L","Buratowski, Stephen",16310392,"Undirected",16310392,2005,"United States",16310392,"R01",2.35737175311987,"BIOC",1.71922762437889,0.0676341088502723,0.0270457261462985
"2578","Peterson, Craig L","Sung, Patrick",23728291,"Undirected",23728291,2013,"United States",23728291,"R01",2.35737175311987,"BIOC",1.71922762437889,0.0676341088502723,0.0270457261462985
"2579","Benfey, Philip N","Li, Song",27840108,"Undirected",27840108,2016,"United States",27840108,"R01",2.35737175311987,"BIOC",1.71922762437889,0.0676341088502723,0.0270457261462985
"2580","Hochstrasser, Mark","Sung, Patrick",17848550,"Undirected",17848550,2007,"United States",17848550,"R37",2.35737175311987,"BIOC",8.29643868878996,0.0676341088502723,0.130513961958721
"2581","Cole, Philip A","Luger, Karolin",12724399,"Undirected",12724399,2003,"United States",12724399,"R37",2.35737175311987,"BIOC",8.29643868878996,0.0676341088502723,0.130513961958721
"2582","Marmorstein, Ronen","Cole, Philip A",17590016,"Undirected",17590016,2007,"United States",17590016,"U54",2.35737175311987,"BIOC",40.2958230958231,0.0676341088502723,0.633906633906634
"2583","Cole, Philip A","Marmorstein, Ronen",24819397,"Undirected",24819397,2014,"United States",24819397,"R37",2.35737175311987,"BIOC",8.29643868878996,0.0676341088502723,0.130513961958721
"2584","Cole, Philip A","Verdin, Eric M",12887902,"Undirected",12887902,2003,"United States",12887902,"R01",2.35737175311987,"BIOC",1.71922762437889,0.0676341088502723,0.0270457261462985
"2585","Cole, Philip A","Marmorstein, Ronen",18845255,"Undirected",18845255,2008,"England",18845255,"U54",2.35737175311987,"BIOC",40.2958230958231,0.0676341088502723,0.633906633906634
"2586","Cole, Philip A","Marmorstein, Ronen",18568037,"Undirected",18568037,2008,"United States",18568037,"U54",2.35737175311987,"BIOC",40.2958230958231,0.0676341088502723,0.633906633906634
"2587","Marmorstein, Ronen","Cole, Philip A",20534345,"Undirected",20534345,2010,"United States",20534345,"U54",12.6186499269138,"PHAR",40.2958230958231,0.362035025477362,0.633906633906634
"2588","Marmorstein, Ronen","Cole, Philip A",20608637,"Undirected",20608637,2010,"",20608637,"U54",17.5558849038563,"CENG",40.2958230958231,0.503686628542499,0.633906633906634
"2589","Cole, Philip A","Marmorstein, Ronen",21256037,"Undirected",21256037,2011,"United States",21256037,"P01",2.35737175311987,"BIOC",11.1887024150634,0.0676341088502723,0.176013098649202
"2590","Cole, Philip A","Liu, Jun O",17656313,"Undirected",17656313,2007,"United States",17656313,"R01",12.2922157315582,"CHEM",1.71922762437889,0.352669474256215,0.0270457261462985
"2591","Devreotes, Peter N","Cole, Philip A",23853711,"Undirected",23853711,2013,"United States",23853711,"R37",14.2153315200686,"NEUR",8.29643868878996,0.407844574407326,0.130513961958721
"2592","Marmorstein, Ronen","Cole, Philip A",16594666,"Undirected",16594666,2006,"United States",16594666,"U54",12.2922157315582,"CHEM",40.2958230958231,0.352669474256215,0.633906633906634
"2593","Cole, Philip A","Smith, Richard D",18259167,"Undirected",18259167,2008,"United States",18259167,"U54",17.1055635026475,"CENG",40.2958230958231,0.490766694880508,0.633906633906634
"2594","Kool, Eric T","Goodman, Myron F",27044101,"Undirected",27044101,2016,"United States",27044101,"R37",17.769638648861,"MULT",8.29643868878996,0.509819324430479,0.130513961958721
"2595","Kool, Eric T","Boxer, Steven G",15686351,"Undirected",15686351,2005,"United States",15686351,"R01",12.2922157315582,"CHEM",1.71922762437889,0.352669474256215,0.0270457261462985
"2596","Kool, Eric T","Shuman, Stewart H",17005552,"Undirected",17005552,2006,"United States",17005552,"R37",2.35737175311987,"BIOC",8.29643868878996,0.0676341088502723,0.130513961958721
"2597","Kool, Eric T","Goodman, Myron F",17988102,"Undirected",17988102,2007,"United States",17988102,"R01",2.35737175311987,"BIOC",1.71922762437889,0.0676341088502723,0.0270457261462985
"2598","Sondek, John E","Neubig, Richard R",19196702,"Undirected",19196702,2009,"United States",19196702,"R01",14.7915401120631,"PHAR",1.71922762437889,0.424376271022355,0.0270457261462985
"2599","Neubig, Richard R","Prossnitz, Eric R",14573773,"Undirected",14573773,2003,"United States",14573773,"R01",29.7250328515112,"PHAR",1.71922762437889,0.852825229960578,0.0270457261462985
"2600","Neubig, Richard R","Kennedy, Robert T",18465881,"Undirected",18465881,2008,"United States",18465881,"R01",12.2922157315582,"CHEM",1.71922762437889,0.352669474256215,0.0270457261462985
